,Unnamed: 0,date,audience,creative_family,creative_version,platform,clicks,spend,impressions,reach,concatenated,total_sessions,completions
22249,22249,12/09/2022,4,CloserTwins,EarlyBird,LinkedIn,3,29.62841882,300,0,44816_4_CloserTwins_EarlyBird_LinkedIn,3,0
22691,22691,16/09/2022,4,UnfairAdvantage,1099,LinkedIn,1,28.94882086,300,0,44820_4_UnfairAdvantage_1099_LinkedIn,1,0
23735,23735,26/09/2022,4,CloseFaster,NoDTI,LinkedIn,1,28.64206924,300,0,44830_4_CloseFaster_NoDTI_LinkedIn,1,0
1128,1128,28/04/2022,2,UnfairAdvantage,1099,Domain Display,0,0.979615,300,36,44679_2_UnfairAdvantage_1099_Domain Display,,
2753,2753,06/05/2022,3,CloserTwins,ShapeUp,LinkedIn,0,12.09028586,300,74,44687_3_CloserTwins_ShapeUp_LinkedIn,,
6797,6797,25/05/2022,1,CloserTwins,CloseMore,Domain Display,0,1.766095,300,18,44706_1_CloserTwins_CloseMore_Domain Display,,
7014,7014,26/05/2022,1,CloseFaster,NoDTI,Facebook,1,0.75,300,64,44707_1_CloseFaster_NoDTI_Facebook,,
11445,11445,17/06/2022,4,CloseFaster,NoDTI,LinkedIn,0,33.44724907,300,291,44729_4_CloseFaster_NoDTI_LinkedIn,,
13478,13478,29/06/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.583981,300,32,44741_3_CloserTwins_Cutdown1A_Domain Display,,
13801,13801,02/07/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.360352,300,36,44744_3_CloserTwins_Cutdown1B_Domain Display,,
14559,14559,09/07/2022,3,CloserTwins,Faceoff,Domain Display,0,5.285523,300,20,44751_3_CloserTwins_Faceoff_Domain Display,,
15096,15096,14/07/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.306262,300,32,44756_3_CloserTwins_Cutdown1A_Domain Display,,
17694,17694,08/08/2022,1,CloserTwins,MoreLoansAll,Domain Display,0,1.227452,300,21,44781_1_CloserTwins_MoreLoansAll_Domain Display,,
23897,23897,28/09/2022,1,CloserTwins,MoreLoansAll,Domain Display,0,2.951384,300,13,44832_1_CloserTwins_MoreLoansAll_Domain Display,,
24288,24288,01/10/2022,4,UnfairAdvantage,one_page,LinkedIn,0,27.01157222,300,0,44835_4_UnfairAdvantage_one_page_LinkedIn,,
25732,25732,16/10/2022,4,CloseFaster,FasterAll,Domain Display,0,0,300,20,44850_4_CloseFaster_FasterAll_Domain Display,,
5275,5275,18/05/2022,1,CloserTwins,Paperwork,Facebook,6,5.71,299,229,44699_1_CloserTwins_Paperwork_Facebook,3,0
6020,6020,21/05/2022,3,CloserTwins,CloseMore,Domain Display,1,2.64931,299,15,44702_3_CloserTwins_CloseMore_Domain Display,1,0
10504,10504,12/06/2022,4,CloseFaster,NoDTI,LinkedIn,1,17.35076076,299,279,44724_4_CloseFaster_NoDTI_LinkedIn,2,0
10518,10518,12/06/2022,4,UnfairAdvantage,NoDTI,LinkedIn,2,17.80779525,299,282,44724_4_UnfairAdvantage_NoDTI_LinkedIn,6,0
11273,11273,16/06/2022,5,CloseFaster,3steps,LinkedIn,4,37.92616322,299,295,44728_5_CloseFaster_3steps_LinkedIn,4,0
19234,19234,17/08/2022,1,CloserTwins,Faceoff,Domain Display,0,0,299,27,44790_1_CloserTwins_Faceoff_Domain Display,2,0
19285,19285,17/08/2022,4,CloseFaster,3steps,LinkedIn,4,37.57177724,299,0,44790_4_CloseFaster_3steps_LinkedIn,1,0
25152,25152,10/10/2022,4,CloseFaster,3steps,LinkedIn,1,33.15174702,299,0,44844_4_CloseFaster_3steps_LinkedIn,1,0
5486,5486,19/05/2022,1,CloserTwins,Faceoff1,LinkedIn,0,14.71920805,299,109,44700_1_CloserTwins_Faceoff1_LinkedIn,,
9974,9974,09/06/2022,5,CloserTwins,Faster,Domain Display,1,1.746007,299,58,44721_5_CloserTwins_Faster_Domain Display,,
13419,13419,28/06/2022,5,CloserTwins,Faster,Domain Display,0,1.759554,299,50,44740_5_CloserTwins_Faster_Domain Display,,
14364,14364,07/07/2022,4,CloserTwins,EarlyBird,LinkedIn,0,42.69368137,299,265,44749_4_CloserTwins_EarlyBird_LinkedIn,,
15403,15403,17/07/2022,2,CloserTwins,Faceoff,Domain Display,0,3.25783,299,13,44759_2_CloserTwins_Faceoff_Domain Display,,
21308,21308,04/09/2022,1,CloserTwins,Faceoff,Domain Display,0,4.730671,299,24,44808_1_CloserTwins_Faceoff_Domain Display,,
21781,21781,08/09/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.442784,299,24,44812_3_CloserTwins_Cutdown1A_Domain Display,,
21968,21968,10/09/2022,1,CloserTwins,Faster,Domain Display,0,1.760394,299,17,44814_1_CloserTwins_Faster_Domain Display,,
22571,22571,15/09/2022,4,CloseFaster,NoDTI,LinkedIn,1,27.82299796,299,0,44819_4_CloseFaster_NoDTI_LinkedIn,,
21404,21404,04/09/2022,6,SEM Ads,Change Wholesale,Google SEM,15,28.21,427,0,44808_6_SEM Ads_Change Wholesale_Google SEM,14,2
1709,1709,01/05/2022,4,UnfairAdvantage,1099,LinkedIn,1,15.45308123,298,298,44682_4_UnfairAdvantage_1099_LinkedIn,1,0
3416,3416,09/05/2022,3,UnfairAdvantage,Animated,Domain Display,0,2.937901,298,17,44690_3_UnfairAdvantage_Animated_Domain Display,2,0
13372,13372,28/06/2022,3,CloserTwins,Cutdown1B,Domain Display,1,5.473372,298,26,44740_3_CloserTwins_Cutdown1B_Domain Display,2,0
17484,17484,06/08/2022,1,CloserTwins,Cutdown1A,Domain Display,0,4.472267,298,27,44779_1_CloserTwins_Cutdown1A_Domain Display,1,0
26064,26064,20/10/2022,1,CloserTwins,Cutdown1A,Domain Display,0,4.366282,298,9,44854_1_CloserTwins_Cutdown1A_Domain Display,1,0
284,284,21/04/2022,2,CloserTwins,Cutdown1A,LinkedIn,0,18.89685869,298,61,44672_2_CloserTwins_Cutdown1A_LinkedIn,,
1545,1545,30/04/2022,5,CloserTwins,Competitors,Domain Display,0,1.736413,298,125,44681_5_CloserTwins_Competitors_Domain Display,,
5950,5950,21/05/2022,1,UnfairAdvantage,Animated,Domain Display,1,2.953541,298,22,44702_1_UnfairAdvantage_Animated_Domain Display,,
6070,6070,21/05/2022,4,CloseFaster,FasterAll,Domain Display,1,1.460396,298,42,44702_4_CloseFaster_FasterAll_Domain Display,,
10509,10509,12/06/2022,4,CloserTwins,EarlyBird,LinkedIn,0,20.22337584,298,298,44724_4_CloserTwins_EarlyBird_LinkedIn,,
14556,14556,09/07/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.282117,298,15,44751_3_CloserTwins_Cutdown1A_Domain Display,,
15317,15317,16/07/2022,3,CloserTwins,MoreLoansAll,Domain Display,0,1.231439,298,16,44758_3_CloserTwins_MoreLoansAll_Domain Display,,
17340,17340,04/08/2022,4,CloserTwins,EarlyBird,LinkedIn,1,36.92456667,298,0,44777_4_CloserTwins_EarlyBird_LinkedIn,,
21189,21189,03/09/2022,1,CloserTwins,Faster,Domain Display,0,1.747849,298,17,44807_1_CloserTwins_Faster_Domain Display,,
1114,1114,28/04/2022,2,CloserTwins,Cutdown1A,LinkedIn,3,22.22357042,381,75,44679_2_CloserTwins_Cutdown1A_LinkedIn,2,2
221,221,20/04/2022,1,CloserTwins,MoreLoans,LinkedIn,1,25.15822112,352,149,44671_1_CloserTwins_MoreLoans_LinkedIn,2,2
10707,10707,13/06/2022,5,CloseFaster,3steps,LinkedIn,8,30.28909721,297,295,44725_5_CloseFaster_3steps_LinkedIn,7,0
14988,14988,13/07/2022,3,CloserTwins,Cutdown1A,Domain Display,1,5.294535,297,25,44755_3_CloserTwins_Cutdown1A_Domain Display,3,0
15778,15778,20/07/2022,4,UnfairAdvantage,NoDTI,LinkedIn,5,39.31918444,297,279,44762_4_UnfairAdvantage_NoDTI_LinkedIn,2,0
22170,22170,11/09/2022,5,UnfairAdvantage,All,LinkedIn,0,79.55,297,0,44815_5_UnfairAdvantage_All_LinkedIn,2,0
24067,24067,29/09/2022,4,UnfairAdvantage,1099,LinkedIn,1,30.89179273,297,0,44833_4_UnfairAdvantage_1099_LinkedIn,1,0
375,375,22/04/2022,3,CloserTwins,Paperwork,LinkedIn,0,22.76798882,297,78,44673_3_CloserTwins_Paperwork_LinkedIn,,
5150,5150,17/05/2022,3,CloserTwins,Faceoff,Domain Display,0,5.256579,297,12,44698_3_CloserTwins_Faceoff_Domain Display,,
5994,5994,21/05/2022,2,CloserTwins,Paperwork,LinkedIn,0,15.32557982,297,45,44702_2_CloserTwins_Paperwork_LinkedIn,,
13476,13476,29/06/2022,3,CloserTwins,CloseMore,Domain Display,0,2.63819,297,9,44741_3_CloserTwins_CloseMore_Domain Display,,
18847,18847,14/08/2022,4,CloserTwins,Competitors,Domain Display,0,1.747583,297,26,44787_4_CloserTwins_Competitors_Domain Display,,
24919,24919,07/10/2022,4,UnfairAdvantage,one_page,LinkedIn,1,33.16493552,297,0,44841_4_UnfairAdvantage_one_page_LinkedIn,,
9644,9644,08/06/2022,1,CloserTwins,Paperwork,Facebook,3,2.07,337,141,44720_1_CloserTwins_Paperwork_Facebook,2,2
3907,3907,11/05/2022,5,CloserTwins,Faster,Domain Display,1,1.731039,296,87,44692_5_CloserTwins_Faster_Domain Display,1,0
10724,10724,13/06/2022,5,UnfairAdvantage,NoDTI,LinkedIn,2,30.3867796,296,282,44725_5_UnfairAdvantage_NoDTI_LinkedIn,4,0
361,361,22/04/2022,2,CloserTwins,Paperwork,LinkedIn,0,20.57344537,296,80,44673_2_CloserTwins_Paperwork_LinkedIn,,
374,374,22/04/2022,3,CloserTwins,Namaste,LinkedIn,0,20.90335687,296,66,44673_3_CloserTwins_Namaste_LinkedIn,,
10800,10800,14/06/2022,2,CloserTwins,Faster,Domain Display,0,1.737302,296,13,44726_2_CloserTwins_Faster_Domain Display,,
15851,15851,21/07/2022,3,CloserTwins,Competitors,Domain Display,0,2.632247,296,10,44763_3_CloserTwins_Competitors_Domain Display,,
16991,16991,01/08/2022,2,CloserTwins,Cutdown1B,Domain Display,0,2.172868,296,18,44774_2_CloserTwins_Cutdown1B_Domain Display,,
17304,17304,04/08/2022,2,UnfairAdvantage,1099,Domain Display,0,2.462133,296,20,44777_2_UnfairAdvantage_1099_Domain Display,,
17985,17985,10/08/2022,1,CloserTwins,EarlyBird,Facebook,0,1.44,296,113,44783_1_CloserTwins_EarlyBird_Facebook,,
24755,24755,06/10/2022,1,CloserTwins,Competitors,Domain Display,0,1.741999,296,10,44840_1_CloserTwins_Competitors_Domain Display,,
17760,17760,08/08/2022,4,UnfairAdvantage,NoDTI,LinkedIn,6,37.41517788,324,0,44781_4_UnfairAdvantage_NoDTI_LinkedIn,5,2
5140,5140,17/05/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.203511,295,14,44698_3_CloserTwins_Cutdown1A_Domain Display,1,0
10333,10333,11/06/2022,4,UnfairAdvantage,one_page,LinkedIn,2,21.52294476,295,288,44723_4_UnfairAdvantage_one_page_LinkedIn,2,0
20400,20400,27/08/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.236752,295,16,44800_3_CloserTwins_Cutdown1A_Domain Display,1,0
22698,22698,16/09/2022,4,UnfairAdvantage,one_page,LinkedIn,4,28.50551874,295,0,44820_4_UnfairAdvantage_one_page_LinkedIn,2,0
1633,1633,01/05/2022,2,CloserTwins,Cutdown1A,Domain Display,1,1.737679,295,11,44682_2_CloserTwins_Cutdown1A_Domain Display,,
5546,5546,19/05/2022,2,CloserTwins,MoreLoans,LinkedIn,0,19.36579509,295,67,44700_2_CloserTwins_MoreLoans_LinkedIn,,
6255,6255,22/05/2022,3,CloserTwins,Faceoff,Domain Display,0,5.310332,295,24,44703_3_CloserTwins_Faceoff_Domain Display,,
9576,9576,07/06/2022,4,CloseFaster,NoDTI,LinkedIn,0,19.24066404,295,288,44719_4_CloseFaster_NoDTI_LinkedIn,,
13137,13137,27/06/2022,1,CloseFaster,FasterAll,Domain Display,0,2.914317,295,25,44739_1_CloseFaster_FasterAll_Domain Display,,
14775,14775,11/07/2022,3,CloserTwins,Faceoff,Domain Display,0,5.249451,295,26,44753_3_CloserTwins_Faceoff_Domain Display,,
15655,15655,19/07/2022,4,CloseFaster,NoDTI,LinkedIn,2,37.54776134,295,279,44761_4_CloseFaster_NoDTI_LinkedIn,,
2034,2034,03/05/2022,2,CloserTwins,Faceoff,Domain Display,0,3.185498,294,13,44684_2_CloserTwins_Faceoff_Domain Display,1,0
10284,10284,11/06/2022,3,CloserTwins,Faceoff,Domain Display,0,5.184297,294,30,44723_3_CloserTwins_Faceoff_Domain Display,3,0
11094,11094,15/06/2022,5,CloserTwins,Faster,Domain Display,1,1.719978,294,40,44727_5_CloserTwins_Faster_Domain Display,1,0
13609,13609,30/06/2022,4,CloserTwins,EarlyBird,LinkedIn,6,43.0099103,294,294,44742_4_CloserTwins_EarlyBird_LinkedIn,5,0
17229,17229,03/08/2022,4,CloseFaster,3steps,LinkedIn,1,35.27668178,294,0,44776_4_CloseFaster_3steps_LinkedIn,1,0
22550,22550,15/09/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.385575,294,9,44819_3_CloserTwins_Cutdown1A_Domain Display,1,0
24807,24807,06/10/2022,4,CloseFaster,3steps,LinkedIn,1,29.80004127,294,0,44840_4_CloseFaster_3steps_LinkedIn,3,0
6129,6129,22/05/2022,1,CloseFaster,NoDTI,Facebook,1,1.51,294,120,44703_1_CloseFaster_NoDTI_Facebook,,
6851,6851,25/05/2022,2,CloserTwins,CloseMore,Domain Display,0,1.913563,294,19,44706_2_CloserTwins_CloseMore_Domain Display,,
7717,7717,29/05/2022,1,UnfairAdvantage,Animated,Domain Display,0,2.899398,294,29,44710_1_UnfairAdvantage_Animated_Domain Display,,
13237,13237,27/06/2022,3,CloserTwins,CloseMore,Domain Display,0,2.612066,294,11,44739_3_CloserTwins_CloseMore_Domain Display,,
843,843,26/04/2022,3,CloserTwins,MoreLoans,LinkedIn,0,18.83292454,293,59,44677_3_CloserTwins_MoreLoans_LinkedIn,1,0
5540,5540,19/05/2022,2,CloserTwins,Faceoff1,LinkedIn,1,19.87324707,293,62,44700_2_CloserTwins_Faceoff1_LinkedIn,1,0
17215,17215,03/08/2022,3,CloserTwins,Cutdown1A,Domain Display,1,5.306579,293,30,44776_3_CloserTwins_Cutdown1A_Domain Display,2,0
17746,17746,08/08/2022,4,CloseFaster,NoDTI,LinkedIn,2,33.53532186,293,0,44781_4_CloseFaster_NoDTI_LinkedIn,3,0
20418,20418,27/08/2022,4,CloseFaster,FasterAll,User ID Display,1,1.304953,293,209,44800_4_CloseFaster_FasterAll_User ID Display,4,0
22815,22815,17/09/2022,5,CloserTwins,Competitors,Domain Display,1,1.726865,293,22,44821_5_CloserTwins_Competitors_Domain Display,1,0
25259,25259,11/10/2022,4,CloserTwins,EarlyBird,LinkedIn,3,31.6596341,293,0,44845_4_CloserTwins_EarlyBird_LinkedIn,3,0
836,836,26/04/2022,3,CloserTwins,Cutdown1B,LinkedIn,0,17.22307491,293,68,44677_3_CloserTwins_Cutdown1B_LinkedIn,,
4087,4087,12/05/2022,4,CloseFaster,FasterAll,Domain Display,0,1.436607,293,71,44693_4_CloseFaster_FasterAll_Domain Display,,
20038,20038,24/08/2022,3,CloserTwins,CloseMore,Domain Display,0,2.593613,293,12,44797_3_CloserTwins_CloseMore_Domain Display,,
1511,1511,30/04/2022,3,UnfairAdvantage,one_page,Facebook,6,8.02,292,149,44681_3_UnfairAdvantage_one_page_Facebook,2,0
3390,3390,09/05/2022,3,CloserTwins,Faceoff,Domain Display,0,5.147256,292,12,44690_3_CloserTwins_Faceoff_Domain Display,1,0
7361,7361,27/05/2022,3,CloserTwins,Faceoff,Domain Display,0,5.307617,292,15,44708_3_CloserTwins_Faceoff_Domain Display,1,0
15994,15994,22/07/2022,4,UnfairAdvantage,NoDTI,LinkedIn,6,44.3613261,292,292,44764_4_UnfairAdvantage_NoDTI_LinkedIn,3,0
16414,16414,26/07/2022,4,CloserTwins,EarlyBird,LinkedIn,2,36.32991583,292,282,44768_4_CloserTwins_EarlyBird_LinkedIn,2,0
21451,21451,05/09/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.146781,292,18,44809_3_CloserTwins_Cutdown1A_Domain Display,2,0
24168,24168,30/09/2022,4,CloserTwins,EarlyBird,LinkedIn,2,30.1772339,292,0,44834_4_CloserTwins_EarlyBird_LinkedIn,2,0
2288,2288,04/05/2022,3,CloserTwins,CloseMore,Domain Display,0,2.586267,292,21,44685_3_CloserTwins_CloseMore_Domain Display,,
2301,2301,04/05/2022,3,CloserTwins,Faceoff,Domain Display,0,5.2818,292,11,44685_3_CloserTwins_Faceoff_Domain Display,,
4924,4924,16/05/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.133255,292,21,44697_3_CloserTwins_Cutdown1B_Domain Display,,
9603,9603,07/06/2022,5,CloserTwins,Faster,Domain Display,0,1.714551,292,48,44719_5_CloserTwins_Faster_Domain Display,,
13550,13550,30/06/2022,1,CloserTwins,MoreLoansAll,Domain Display,0,2.884845,292,29,44742_1_CloserTwins_MoreLoansAll_Domain Display,,
19197,19197,16/08/2022,4,UnfairAdvantage,Animated,Domain Display,0,0,292,39,44789_4_UnfairAdvantage_Animated_Domain Display,,
20349,20349,27/08/2022,1,CloseFaster,MoreAll,Domain Display,0,2.882342,292,24,44800_1_CloseFaster_MoreAll_Domain Display,,
24181,24181,30/09/2022,4,UnfairAdvantage,one_page,LinkedIn,1,29.91792263,292,0,44834_4_UnfairAdvantage_one_page_LinkedIn,,
25333,25333,12/10/2022,3,CloserTwins,Cutdown1B,Domain Display,0,0,292,15,44846_3_CloserTwins_Cutdown1B_Domain Display,,
1720,1720,01/05/2022,5,CloserTwins,Competitors,Domain Display,1,1.531193,291,85,44682_5_CloserTwins_Competitors_Domain Display,1,0
2590,2590,05/05/2022,5,CloserTwins,Faster,Domain Display,1,1.70611,291,97,44686_5_CloserTwins_Faster_Domain Display,2,0
13123,13123,26/06/2022,5,CloserTwins,Faster,Domain Display,1,1.71403,291,31,44738_5_CloserTwins_Faster_Domain Display,2,0
13800,13800,02/07/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.241938,291,22,44744_3_CloserTwins_Cutdown1A_Domain Display,1,0
15763,15763,20/07/2022,4,CloseFaster,NoDTI,LinkedIn,1,39.49288903,291,273,44762_4_CloseFaster_NoDTI_LinkedIn,1,0
19293,19293,17/08/2022,4,CloserTwins,EarlyBird,LinkedIn,2,36.74505325,291,0,44790_4_CloserTwins_EarlyBird_LinkedIn,1,0
21891,21891,09/09/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.291833,291,21,44813_3_CloserTwins_Cutdown1B_Domain Display,1,0
4029,4029,12/05/2022,2,UnfairAdvantage,one_page,Domain Display,0,2.043245,291,20,44693_2_UnfairAdvantage_one_page_Domain Display,,
4039,4039,12/05/2022,3,CloserTwins,Competitors,Domain Display,0,2.599313,291,32,44693_3_CloserTwins_Competitors_Domain Display,,
4704,4704,15/05/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.214719,291,15,44696_3_CloserTwins_Cutdown1B_Domain Display,,
7763,7763,29/05/2022,2,UnfairAdvantage,1099,Domain Display,0,2.42515,291,22,44710_2_UnfairAdvantage_1099_Domain Display,,
8009,8009,30/05/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.201182,291,29,44711_3_CloserTwins_Cutdown1B_Domain Display,,
8381,8381,01/06/2022,2,CloserTwins,Competitors,Domain Display,0,1.713844,291,22,44713_2_CloserTwins_Competitors_Domain Display,,
12864,12864,25/06/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.259309,291,27,44737_3_CloserTwins_Cutdown1B_Domain Display,,
14773,14773,11/07/2022,3,CloserTwins,Cutdown1B,Domain Display,0,5.127478,291,18,44753_3_CloserTwins_Cutdown1B_Domain Display,,
15209,15209,15/07/2022,3,CloserTwins,MoreLoansAll,Domain Display,0,1.45578,291,15,44757_3_CloserTwins_MoreLoansAll_Domain Display,,
15886,15886,21/07/2022,4,UnfairAdvantage,NoDTI,LinkedIn,1,40.88543088,291,262,44763_4_UnfairAdvantage_NoDTI_LinkedIn,,
16390,16390,26/07/2022,3,CloserTwins,CloseMore,Domain Display,0,2.587113,291,24,44768_3_CloserTwins_CloseMore_Domain Display,,
17232,17232,03/08/2022,4,CloseFaster,NoDTI,LinkedIn,1,34.92683981,291,0,44776_4_CloseFaster_NoDTI_LinkedIn,,
18277,18277,11/08/2022,3,UnfairAdvantage,1099,Domain Display,0,2.663529,291,37,44784_3_UnfairAdvantage_1099_Domain Display,,
18898,18898,15/08/2022,1,CloserTwins,EarlyBird,Facebook,0,1.24,291,99,44788_1_CloserTwins_EarlyBird_Facebook,,
20806,20806,30/08/2022,5,CloserTwins,Faster,Domain Display,0,1.710062,291,31,44803_5_CloserTwins_Faster_Domain Display,,
17134,17134,02/08/2022,4,CloserTwins,EarlyBird,LinkedIn,5,35.64076569,295,0,44775_4_CloserTwins_EarlyBird_LinkedIn,4,2
2123,2123,03/05/2022,4,CloseFaster,FasterAll,Domain Display,1,1.410334,290,62,44684_4_CloseFaster_FasterAll_Domain Display,1,0
4489,4489,14/05/2022,3,CloserTwins,Faceoff,Domain Display,0,5.20914,290,19,44695_3_CloserTwins_Faceoff_Domain Display,2,0
18301,18301,11/08/2022,4,CloserTwins,EarlyBird,LinkedIn,3,39.15401628,290,0,44784_4_CloserTwins_EarlyBird_LinkedIn,3,0
18482,18482,12/08/2022,4,CloserTwins,EarlyBird,LinkedIn,4,38.33761363,290,0,44785_4_CloserTwins_EarlyBird_LinkedIn,2,0
21454,21454,05/09/2022,3,CloserTwins,Faceoff,Domain Display,0,5.138871,290,37,44809_3_CloserTwins_Faceoff_Domain Display,2,0
3733,3733,11/05/2022,1,CloserTwins,Namaste,Facebook,0,3,290,192,44692_1_CloserTwins_Namaste_Facebook,,
7167,7167,26/05/2022,3,UnfairAdvantage,Animated,Domain Display,0,2.867322,290,31,44707_3_UnfairAdvantage_Animated_Domain Display,,
12467,12467,23/06/2022,2,UnfairAdvantage,one_page,Domain Display,0,2.234019,290,30,44735_2_UnfairAdvantage_one_page_Domain Display,,
15095,15095,14/07/2022,3,CloserTwins,Competitors,Domain Display,0,2.575129,290,12,44756_3_CloserTwins_Competitors_Domain Display,,
18093,18093,10/08/2022,3,UnfairAdvantage,1099,Domain Display,0,2.654419,290,32,44783_3_UnfairAdvantage_1099_Domain Display,,
19036,19036,15/08/2022,4,UnfairAdvantage,Animated,Domain Display,0,1.421323,290,33,44788_4_UnfairAdvantage_Animated_Domain Display,,
24575,24575,04/10/2022,3,CloserTwins,Cutdown1A,Domain Display,0,4.937204,290,25,44838_3_CloserTwins_Cutdown1A_Domain Display,,
22177,22177,11/09/2022,6,SEM Ads,Change Wholesale,Google SEM,14,17.96,275,0,44815_6_SEM Ads_Change Wholesale_Google SEM,15,2
26400,26400,23/10/2022,6,SEM Ads,Change Wholesale,Google SEM,13,14.86,265,0,44857_6_SEM Ads_Change Wholesale_Google SEM,19,2
1286,1286,29/04/2022,2,CloserTwins,Cutdown1B,Facebook,6,16.56,289,165,44680_2_CloserTwins_Cutdown1B_Facebook,2,0
14806,14806,11/07/2022,4,UnfairAdvantage,NoDTI,LinkedIn,4,34.03947663,289,268,44753_4_UnfairAdvantage_NoDTI_LinkedIn,2,0
17438,17438,05/08/2022,4,CloseFaster,NoDTI,LinkedIn,6,41.18298434,289,0,44778_4_CloseFaster_NoDTI_LinkedIn,1,0
17626,17626,07/08/2022,3,CloserTwins,Cutdown1A,Domain Display,0,5.08084,289,47,44780_3_CloserTwins_Cutdown1A_Domain Display,1,0
23060,23060,20/09/2022,1,CloserTwins,Cutdown1A,Domain Display,0,4.893844,289,5,44824_1_CloserTwins_Cutdown1A_Domain Display,1,0
23374,23374,23/09/2022,1,CloserTwins,Faceoff,Domain Display,0,4.229137,289,25,44827_1_CloserTwins_Faceoff_Domain Display,1,0
25548,25548,14/10/2022,4,CloserTwins,EarlyBird,LinkedIn,1,27.93722294,289,0,44848_4_CloserTwins_EarlyBird_LinkedIn,1,0
287,287,21/04/2022,2,CloserTwins,Faceoff1,LinkedIn,1,19.57664252,289,68,44672_2_CloserTwins_Faceoff1_LinkedIn,,
2375,2375,04/05/2022,5,CloserTwins,Faster,Domain Display,0,1.694083,289,80,44685_5_CloserTwins_Faster_Domain Display,,
11103,11103,15/06/2022,5,UnfairAdvantage,one_page,LinkedIn,3,26.17810585,289,285,44727_5_UnfairAdvantage_one_page_LinkedIn,,
12200,12200,22/06/2022,1,CloseFaster,NoDTI,Facebook,0,1.99,289,146,44734_1_CloseFaster_NoDTI_Facebook,,
25689,25689,16/10/2022,1,CloserTwins,Faceoff,Domain Display,0,0,289,25,44850_1_CloserTwins_Faceoff_Domain Display,,
26066,26066,20/10/2022,1,CloserTwins,Faceoff,Domain Display,0,4.179285,289,17,44854_1_CloserTwins_Faceoff_Domain Display,,
21514,21514,05/09/2022,6,SEM Ads,Change Wholesale,Google SEM,12,19.16,259,0,44809_6_SEM Ads_Change Wholesale_Google SEM,15,2
16423,16423,26/07/2022,4,UnfairAdvantage,NoDTI,LinkedIn,6,43.87620305,288,285,44768_4_UnfairAdvantage_NoDTI_LinkedIn,5,0
508,508,23/04/2022,5,CloserTwins,Competitors,Domain Display,0,1.685076,288,66,44674_5_CloserTwins_Competitors_Domain Display,,
1690,1690,01/05/2022,4,CloseFaster,FasterAll,Domain Display,0,1.404319,288,71,44682_4_CloseFaster_FasterAll_Domain Display,,
1804,1804,02/05/2022,2,CloseFaster,MoreAll,Domain Display,0,1.05045,288,11,44683_2_CloseFaster_MoreAll_Domain Display,,
4919,4919,16/05/2022,3,CloserTwins,Competitors,Domain Display,0,2.559795,288,17,44697_3_CloserTwins_Competitors_Domain Display,,
5843,5843,20/05/2022,3,UnfairAdvantage,one_page,Domain Display,0,2.636416,288,20,44701_3_UnfairAdvantage_one_page_Domain Display,,
12166,12166,21/06/2022,4,CloseFaster,NoDTI,LinkedIn,3,45.12826936,288,288,44733_4_CloseFaster_NoDTI_LinkedIn,,
15277,15277,16/07/2022,1,CloserTwins,MoreLoansAll,Domain Display,0,0.85608,288,10,44758_1_CloserTwins_MoreLoansAll_Domain Display,,
